event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BGD26938,14-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),,Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Rajshahi,Pabna,Santhia,Santhia,24.0532,89.5623,2,Daily Star (Bangladesh),National,"On 14 March 2024, assailants assaulted 6 journalists in Rangamatia village, Santhia upazila (Pabna, Rajshahi), when they went to cover a land dispute.",0,crowd size=no report,1710874028
BGD26938,14-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Journalists (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Rajshahi,Pabna,Santhia,Santhia,24.0532,89.5623,2,Daily Star (Bangladesh),National,"On 14 March 2024, assailants assaulted 6 journalists in Rangamatia village, Santhia upazila (Pabna, Rajshahi), when they went to cover a land dispute.",0,crowd size=no report,1710874028
BGD26954,14-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Santhia Communal Group (Bangladesh),Rioters,Rioters only,,50,South Asia,Bangladesh,Rajshahi,Pabna,Santhia,Santhia,24.0532,89.5623,2,Daily Star (Bangladesh),National,"On 14 March 2024, assailants vandalized the house of a rival villager in Santhia upazila (Pabna, Rajshahi), over a land dispute.",0,crowd size=no report,1711490764
BGD26945,14-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,Dhaka Tribune,National,"On 14 March 2024, current and former students of Jahangirnagar university staged a human chain protest on campus in Savar city (Dhaka), demanding exemplary punishment of the doctors and hospital authorities in connection with the death of a man while undergoing endoscopy.",0,crowd size=no report,1719352722
BGD26946,14-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,Prothom Alo,National,"On 14 March 2024, students of Jahangirnagar university staged a protest on campus in Savar city (Dhaka), demanding cancellation of additional 6,000 taka levy for student welfare along with the admission fee of the new students.",0,crowd size=no report,1719352722
BGD26935,14-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Labor Group (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,New Nation (Bangladesh),National,"On 14 March 2024, at least 1,500 cleaners staged a protest at Dhaka- Aricha highway, Dhaka city, following the death of a cleaner in an accident with a pick-up truck.",0,"crowd size=at least 1,500",1721769311
BGD26944,14-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,Financial Express (Bangladesh),National,"On 14 March 2024, students of law department of Dhaka university staged a human chain protest on campus in Dhaka - Shahbagh (Shahbagh), against the prior assault on students by members of Chhatra League (BCL).",0,crowd size=no report,1721769311
BGD26909,13-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League,Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Khulna,Kushtia,Kumarkhali,Kumarkhali,23.8613,89.242,2,New Age (Bangladesh),National,"On 13 March 2024, supporters of Awami League candidate in recently held general elections vandalized residences of supporters of independent candidate at Uttar Chandpur village, Kumarkhali upazila (Kushtia, Khulna), following the killing of an AL supporter by supporters of independent candidate over previous electoral rivalry (coded separately).",1,crowd size=no report,1710874028
BGD26909,13-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Independent Politicians (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Khulna,Kushtia,Kumarkhali,Kumarkhali,23.8613,89.242,2,New Age (Bangladesh),National,"On 13 March 2024, supporters of Awami League candidate in recently held general elections vandalized residences of supporters of independent candidate at Uttar Chandpur village, Kumarkhali upazila (Kushtia, Khulna), following the killing of an AL supporter by supporters of independent candidate over previous electoral rivalry (coded separately).",1,crowd size=no report,1710874028
BGD26943,13-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Mymensingh,Mymensingh,Trishal,Trishal,24.5621,90.3813,2,Prothom Alo,National,"On 13 March 2024, student of Jatiya Kabi Kazi Nazrul Islam university staged a protest at Dhaka-Mymensingh highway, Trishal upazila (Mymensingh), demanding expulsion of two teachers on accusations of sexual harassment.",0,crowd size=no report,1710874028
BGD26947,13-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),AL: Bangladesh Awami League; Students (Bangladesh); Teachers (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Rajshahi,Sirajganj,Sirajganj Sadar,Sirajganj,24.4577,89.708,2,New Nation (Bangladesh),National,"On 13 March 2024, students, teachers, locals, members of Awami League staged a protest rally in Enayetpur town, Sirajganj upazila (Sirajganj Sadar, Rajshahi), against the accusations of drug trafficking and gambling made against a college teacher.",0,crowd size=no report,1710874028
BGD26914,13-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,Prothom Alo,National,"On 13 March 2024, Chhatra League (BCL) members assaulted five students of Dhaka university on campus in Dhaka - Shahbagh (Shahbagh), while conducting a seminar in the mosque on 'Productive Ramzan', as claimed by the victims.",0,crowd size=no report,1721769311
BGD26914,13-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Students (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,Prothom Alo,National,"On 13 March 2024, Chhatra League (BCL) members assaulted five students of Dhaka university on campus in Dhaka - Shahbagh (Shahbagh), while conducting a seminar in the mosque on 'Productive Ramzan', as claimed by the victims.",0,crowd size=no report,1721769311
BGD26912,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Mymensingh,Mymensingh,Mymensingh Sadar,Mymensingh,24.7564,90.4065,1,Prothom Alo,National,"On 12 March 2024, two factions of Chhatra League (BCL) clashed using bricks at Bangladesh Agriculture University, Mymensingh city (Mymensingh Sadar), due to a dispute over demarcation of Begum Rokeya Hall and Sheikh Rozi Jamal Hall. At least 8 people were injured in the clash.",0,crowd size=no report,1710874028
BGD26912,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Mymensingh,Mymensingh,Mymensingh Sadar,Mymensingh,24.7564,90.4065,1,Prothom Alo,National,"On 12 March 2024, two factions of Chhatra League (BCL) clashed using bricks at Bangladesh Agriculture University, Mymensingh city (Mymensingh Sadar), due to a dispute over demarcation of Begum Rokeya Hall and Sheikh Rozi Jamal Hall. At least 8 people were injured in the clash.",0,crowd size=no report,1710874028
BGD26913,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Chittagong,Chittagong,Hathazari,Fatehpur,22.4822,91.8142,1,Prothom Alo,National,"On 12 March 2024, members of Chhatra League (BCL) and supporters of an Awami League (AL) leader, led by the AL leader, clashed using sticks and batons in Chittagong university area, Fatehpur town, Hathazari upazila (Chittagong), due to an argument between a member of the BCL and an employee of the university, who is an AL leader.",0,crowd size=no report,1715131153
BGD26913,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League; Labor Group (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Chittagong,Chittagong,Hathazari,Fatehpur,22.4822,91.8142,1,Prothom Alo,National,"On 12 March 2024, members of Chhatra League (BCL) and supporters of an Awami League (AL) leader, led by the AL leader, clashed using sticks and batons in Chittagong university area, Fatehpur town, Hathazari upazila (Chittagong), due to an argument between a member of the BCL and an employee of the university, who is an AL leader.",0,crowd size=no report,1715131153
BGD26948,12-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh); Teachers (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,Daily Star (Bangladesh),National,"On 12 March 2024, at least 20 teachers and students staged a protest for the second consecutive day at Jahangirnagar university, Savar city (Dhaka), with 5-point demands including maximum punishment for those involved in prior rape at the campus.",0,crowd size=at least 20,1719352722
BGD26911,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Dhaka,New Market,Dhaka - New Market,23.7362,90.3835,1,Prothom Alo,National,"On 12 March 2024, two factions of Chhatra League (BCL) clashed using batons and cocktail bombs at Government Teachers Training College, Dhaka - New Market (New Market), over a previous dispute. At least 5 people were injured in the clash.",0,crowd size=no report,1721769311
BGD26911,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Dhaka,New Market,Dhaka - New Market,23.7362,90.3835,1,Prothom Alo,National,"On 12 March 2024, two factions of Chhatra League (BCL) clashed using batons and cocktail bombs at Government Teachers Training College, Dhaka - New Market (New Market), over a previous dispute. At least 5 people were injured in the clash.",0,crowd size=no report,1721769311
BGD26931,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),,Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Mymensingh,Jamalpur,Jamalpur Sadar,Jamalpur,24.9197,89.9481,2,Prothom Alo,National,"On 12 March 2024, relatives of a deceased patient assaulted and injured 3 intern doctors at Jamalpur General Hospital in Jamalpur Sadar upazila (coded as Jamalpur, Mymensingh), claiming that the patient died due to doctors' negligence.",0,crowd size=no report,1726526021
BGD26931,12-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Health Workers (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Mymensingh,Jamalpur,Jamalpur Sadar,Jamalpur,24.9197,89.9481,2,Prothom Alo,National,"On 12 March 2024, relatives of a deceased patient assaulted and injured 3 intern doctors at Jamalpur General Hospital in Jamalpur Sadar upazila (coded as Jamalpur, Mymensingh), claiming that the patient died due to doctors' negligence.",0,crowd size=no report,1726526021
BGD26924,11-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),,Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Mymensingh,Jamalpur,Baksiganj,Bakshiganj,25.1849,89.8693,1,Daily Star (Bangladesh),National,"On 11 March 2024, at least 20-25 supporters of a local ward councillor assaulted and injured a journalist in Bakshiganj (Baksiganj) municipality (Jamalpur, Mymensingh), when he went to cover news regarding a clash between supporters of winning and defeated candidates during the by-elections (coded separately).",0,crowd size=no report,1710874028
BGD26924,11-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Journalists (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Mymensingh,Jamalpur,Baksiganj,Bakshiganj,25.1849,89.8693,1,Daily Star (Bangladesh),National,"On 11 March 2024, at least 20-25 supporters of a local ward councillor assaulted and injured a journalist in Bakshiganj (Baksiganj) municipality (Jamalpur, Mymensingh), when he went to cover news regarding a clash between supporters of winning and defeated candidates during the by-elections (coded separately).",0,crowd size=no report,1710874028
BGD26940,11-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,New Age (Bangladesh),National,"On 11 March 2024, students of Jahangirnagar university, under the banner of 'Platform against oppression', staged a protest on campus by blocking the administrative building in Savar city (Dhaka), demanding highest punishment for the recent rape accused, and eviction of the non-students from the university dormitories.",0,crowd size=no report,1719352722
BGD26941,11-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,Prothom Alo,National,"On 11 March 2024, students of Jahangirnagar university staged a protest in front of the residence of vice chancellor in Savar city (Dhaka), against the Dean of university for not regularly visiting university halls, due to which students have to go to his house and department to get signatures on the important documents.",0,crowd size=no report,1719352722
BGD26942,11-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Rajshahi,Rajshahi,Boalia,Rajshahi,24.374,88.6011,1,New Age (Bangladesh),National,"On 11 March 2024, at least 100 students of Rajshahi university staged a human chain protest on campus in Rajshahi city (Boalia), demanding exemplary punishment for an Assistant Professor, who forced the female students to remove their hijabs and uncover their faces.",0,crowd size=at least 100,1719352722
BGD26937,11-Mar-24,2024,1,Demonstrations,Protests,Protest with intervention,Protesters (Bangladesh),LDA: Left Democratic Alliance,Protesters,State forces-Protesters,,50,South Asia,Bangladesh,Dhaka,Dhaka,Paltan,Dhaka - Paltan,23.7333,90.4125,1,New Age (Bangladesh),National,"On 11 March 2024, members of Left Democratic Alliance staged a protest rally in front of National Press Club, Dhaka - Paltan (Paltan), against the recent hike in power tariffs. Police forces intercepted the rally and obstructed the protestors from reaching power, energy and mineral resources ministry.",0,crowd size=no report,1724113673
BGD26937,11-Mar-24,2024,1,Demonstrations,Protests,Protest with intervention,Police Forces of Bangladesh (2009-2024),,State forces,State forces-Protesters,,50,South Asia,Bangladesh,Dhaka,Dhaka,Paltan,Dhaka - Paltan,23.7333,90.4125,1,New Age (Bangladesh),National,"On 11 March 2024, members of Left Democratic Alliance staged a protest rally in front of National Press Club, Dhaka - Paltan (Paltan), against the recent hike in power tariffs. Police forces intercepted the rally and obstructed the protestors from reaching power, energy and mineral resources ministry.",0,crowd size=no report,1724113673
BGD26918,10-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Independent Politicians (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Barisal,Barguna,Amtali,Amtali,22.1356,90.2274,1,Prothom Alo,National,"On 10 March 2024, supporters of rival independent candidates clashed in Amtali municipality (Barguna, Barisal), over by-elections for mayoral post. At least 20 people were injured in the clash.",0,crowd size=no report,1710874028
BGD26918,10-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Independent Politicians (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Barisal,Barguna,Amtali,Amtali,22.1356,90.2274,1,Prothom Alo,National,"On 10 March 2024, supporters of rival independent candidates clashed in Amtali municipality (Barguna, Barisal), over by-elections for mayoral post. At least 20 people were injured in the clash.",0,crowd size=no report,1710874028
BGD26934,10-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Labor Group (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,Sylhet,24.899,91.872,1,Prothom Alo,National,"On 10 March 2024, employees of Sylhet MAG Osmani Medical College Hospital staged a protest on campus in Sylhet city (Sylhet Sadar), accusing a leader of Chhatra League (BCL) of beating up a class IV employee (coded separately).",0,crowd size=no report,1710874028
BGD26926,10-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Independent Politicians (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Narsingdi,Raipura,Raipura,23.9511,90.8687,2,Prothom Alo,National,"On 10 March 2024, supporters of rival independent candidates clashed at Battali Khamarpara village in Raipura upazila (Narsingdi, Dhaka), following election polls for Union Parishad. 20-25 supporters of the defeated candidate assaulted the victory procession of winning candidate with sticks which led to the clash. 3 people were injured.",0,crowd size=20-25,1713288367
BGD26926,10-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Independent Politicians (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Narsingdi,Raipura,Raipura,23.9511,90.8687,2,Prothom Alo,National,"On 10 March 2024, supporters of rival independent candidates clashed at Battali Khamarpara village in Raipura upazila (Narsingdi, Dhaka), following election polls for Union Parishad. 20-25 supporters of the defeated candidate assaulted the victory procession of winning candidate with sticks which led to the clash. 3 people were injured.",0,crowd size=20-25,1713288367
BGD26928,10-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party; Teachers (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,Prothom Alo,National,"On 10 March 2024, pro-BNP teachers staged a human chain protest at Dhaka university, Dhaka - Shahbagh (Shahbagh), against the consistent increase in prices of daily commodities, and electricity and gas tariffs.",0,crowd size=no report,1721769311
BGD26919,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Muslim Group (Bangladesh),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Rajshahi,Natore,Baraigram,Baraigram,24.3163,89.1851,2,Prothom Alo,National,"On 9 March 2024, organizers of an Islami Jalsa assaulted and injured a trader with iron rods and sticks at Banpara market, Baraigram upazila (Natore, Rajshahi), for making a video of organizers collecting donations, while some traders were raising concerns regarding the act of collections, calling the Jalsa fake.",0,crowd size=no report,1710874028
BGD26919,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),Labor Group (Bangladesh),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Rajshahi,Natore,Baraigram,Baraigram,24.3163,89.1851,2,Prothom Alo,National,"On 9 March 2024, organizers of an Islami Jalsa assaulted and injured a trader with iron rods and sticks at Banpara market, Baraigram upazila (Natore, Rajshahi), for making a video of organizers collecting donations, while some traders were raising concerns regarding the act of collections, calling the Jalsa fake.",0,crowd size=no report,1710874028
BGD26923,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),,Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Mymensingh,Jamalpur,Baksiganj,Bakshiganj,25.1849,89.8693,1,Daily Star (Bangladesh),National,"On 9 March 2024, supporters of winning candidate in by-elections vandalized the residence of a defeated candidate in Bakshiganj (Baksiganj) municipality (Jamalpur, Mymensingh), over electoral rivalry.",0,crowd size=no report,1710874028
BGD26923,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),,Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Mymensingh,Jamalpur,Baksiganj,Bakshiganj,25.1849,89.8693,1,Daily Star (Bangladesh),National,"On 9 March 2024, supporters of winning candidate in by-elections vandalized the residence of a defeated candidate in Bakshiganj (Baksiganj) municipality (Jamalpur, Mymensingh), over electoral rivalry.",0,crowd size=no report,1710874028
BGD26933,9-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Labor Group (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Rajshahi,Natore,Baraigram,Baraigram,24.3163,89.1851,2,Prothom Alo,National,"On 9 March 2024, traders staged a protest at Natore-Pabna highway, Baraigram upazila (Natore, Rajshahi), against the assault on a fellow trader by organizers of Islami Jalsa, during donation collection (coded separately).",0,crowd size=no report,1710874028
BGD26927,9-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),AL: Bangladesh Awami League,Protesters,Protesters only,,50,South Asia,Bangladesh,Rajshahi,Rajshahi,Boalia,Rajshahi,24.374,88.6011,1,Prothom Alo,National,"On 9 March 2024, members of Awami League staged a protest rally in front of Rajshahi Metropolitan Police headquarters, Rajshahi city (Boalia), demanding re-investigation in the prior death of a member of Awami League, whose body was found from the manhole of an MP's political office.",0,crowd size=no report,1719352722
BGD26939,9-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,New Age (Bangladesh),National,"On 9 March 2024, students of Jahangirnagar university, under the banner of 'Platform against oppression', staged a protest rally on campus in Savar city (Dhaka), demanding an end to the exposure of the university halls to drug dealing syndicates.",0,crowd size=no report,1719352722
BGD26917,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Independent Politicians (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Faridpur,Saltha,Saltha,23.4338,89.782,2,Prothom Alo,National,"On 9 March 2024, supporters of Awami League backed Boat candidate and supporters of an independent candidate clashed in Saltha upazila (Faridpur, Dhaka), over establishing dominance, following the recently held general elections. At least 10 people were injured, and several houses were vandalized in the clash. Police personnel fired 15 shots to disperse the clashing members.",0,crowd size=no report,1724113673
BGD26917,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League; Police Forces of Bangladesh (2009-2024),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Faridpur,Saltha,Saltha,23.4338,89.782,2,Prothom Alo,National,"On 9 March 2024, supporters of Awami League backed Boat candidate and supporters of an independent candidate clashed in Saltha upazila (Faridpur, Dhaka), over establishing dominance, following the recently held general elections. At least 10 people were injured, and several houses were vandalized in the clash. Police personnel fired 15 shots to disperse the clashing members.",0,crowd size=no report,1724113673
BGD26910,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Chittagong,Comilla,Comilla Adarsha Sadar,Comilla,23.4619,91.185,1,United News of Bangladesh,National,"On 9 March 2024, a member of Chhatra League (BCL) along with his accomplices, who is a supporter of a mayoral candidate, shot and injured 2 supporters of a rival candidate in Comilla city (Comilla Adarsha Sadar, Chittagong), during the ongoing mayoral by-elections.",0,crowd size=no report,1726526021
BGD26910,9-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),,Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Chittagong,Comilla,Comilla Adarsha Sadar,Comilla,23.4619,91.185,1,United News of Bangladesh,National,"On 9 March 2024, a member of Chhatra League (BCL) along with his accomplices, who is a supporter of a mayoral candidate, shot and injured 2 supporters of a rival candidate in Comilla city (Comilla Adarsha Sadar, Chittagong), during the ongoing mayoral by-elections.",0,crowd size=no report,1726526021
BGD26950,9-Mar-24,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Bangladesh),Labor Group (Bangladesh),Rioters,State forces-Rioters,,50,South Asia,Bangladesh,Dhaka,Gazipur,Sreepur,Sreepur,24.1987,90.439,2,Financial Express (Bangladesh),National,"On 9 March 2024, workers of an apparel factory clashed with police forces using brickbats at Dhaka-Mymensingh highway, Sreepur upazila (Gazipur, Dhaka), during their demonstration demanding wages under the new wage structure. Police fired tear gas to disperse the demonstrators.",0,crowd size=no report,1726526021
BGD26950,9-Mar-24,2024,1,Demonstrations,Riots,Violent demonstration,Police Forces of Bangladesh (2009-2024),,State forces,State forces-Rioters,,50,South Asia,Bangladesh,Dhaka,Gazipur,Sreepur,Sreepur,24.1987,90.439,2,Financial Express (Bangladesh),National,"On 9 March 2024, workers of an apparel factory clashed with police forces using brickbats at Dhaka-Mymensingh highway, Sreepur upazila (Gazipur, Dhaka), during their demonstration demanding wages under the new wage structure. Police fired tear gas to disperse the demonstrators.",0,crowd size=no report,1726526021
BGD26900,8-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,Sylhet,24.899,91.872,1,Prothom Alo,National,"On 8 March 2024, two groups of Chhatra League (BCL) clashed using bricks and local weapons at SUST university in Sylhet city (Sylhet Sadar), following an altercation over formation of new BCL committee. At least 2 people were injured in the clash.",0,crowd size=no report,1710267998
BGD26900,8-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,Sylhet,24.899,91.872,1,Prothom Alo,National,"On 8 March 2024, two groups of Chhatra League (BCL) clashed using bricks and local weapons at SUST university in Sylhet city (Sylhet Sadar), following an altercation over formation of new BCL committee. At least 2 people were injured in the clash.",0,crowd size=no report,1710267998
BGD26916,8-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Independent Politicians (Bangladesh),Rioters,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Faridpur,Saltha,Saltha,23.4338,89.782,2,Prothom Alo,National,"On 8 March 2024, supporters of an Eagle (independent candidate) assaulted and injured a supporter of Awami League backed Boat candidate in Saltha upazila (Faridpur, Dhaka), following an initial assault (coded separately) over establishing dominance in the area, and prior dispute on the recently held general elections.",0,crowd size=no report,1710874028
BGD26916,8-Mar-24,2024,1,Political violence,Riots,Mob violence,Civilians (Bangladesh),AL: Bangladesh Awami League,Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Dhaka,Faridpur,Saltha,Saltha,23.4338,89.782,2,Prothom Alo,National,"On 8 March 2024, supporters of an Eagle (independent candidate) assaulted and injured a supporter of Awami League backed Boat candidate in Saltha upazila (Faridpur, Dhaka), following an initial assault (coded separately) over establishing dominance in the area, and prior dispute on the recently held general elections.",0,crowd size=no report,1710874028
BGD26871,8-Mar-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party; JAGPA: Jatiya Ganatantrik Party; JSD: Jatiya Samajtantrik Dal,Protesters,Protesters only,,50,South Asia,Bangladesh,Dhaka,Dhaka,Paltan,Dhaka - Paltan,23.7333,90.4125,1,New Nation (Bangladesh),National,"On 8 March 2024, members of Ganatantrik Party (JAGPA) and JSD staged protests in front of National Press Club, Dhaka - Paltan (Paltan), against the Awami League government for failing to control the price hike in essential commodities. Members of BNP also participated in the protest.",0,crowd size=no report,1721769311
BGD26876,8-Mar-24,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),Lawyers (Bangladesh),Rioters,Rioters-Rioters,,50,South Asia,Bangladesh,Dhaka,Dhaka,Shahbagh,Dhaka - Shahbagh,23.7317,90.3959,1,Dhaka Tribune,National,"On 8 March 2024, two groups of lawyers clashed at SCBA premises in Dhaka - Shahbagh (Shahbagh), during votes counting of the Supreme Court Bar Association (SCBA) elections.",0,crowd size=no report,1721769311
